,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5,UnorderList,TableData
137, , , , , , , , , , ,"
    ","
										"
138, , , , , , , , , , ,QEC,"
											Functional English"
139, , , , , , , , , , ,"
    ","
										"
140, , , , , , , , , , ,|,"
											2"
141, , , , , , , , , , ,"
    ","
										"
142, , , , , , , , , , ,NULMS,"
											0"
143, , , , , , , , , , ,"
    ","
										"
144, , , , , , , , , , ,|,"
											 "
145, , , , , , , , , , ,"
    ","
									"
146, , , , , , , , , , ,Library,"
									"
147, , , , , , , , , , ,"
    ","
										"
148, , , , , , , , , , ,|,"
											EE-132"
149, , , , , , , , , , ,"
    ","
										"
150, , , , , , , , , , ,Contact Us,"
											Electrical Network Analysis & Design"
151, , , , , , , , , , ,"
","
										"
152, , , , , , , , , , ,"
                            ","
											3"
153, , , , , , , , , , ,Academic Departments                ,"
										"
154, , , , , , , , , , ,"
                                  ","
											1"
155, , , , , , , , , , ,"
              Department of Electrical Engineering","
										"
156, , , , , , , , , , ,"
                                  ","
											EE-131"
157, , , , , , , , , , ,"
              Department of Computer Science","
									"
158, , , , , , , , , , ,"
                                  ","
									"
159, , , , , , , , , , ,"
              Department of Business Studies","
										"
160, , , , , , , , , , ,"
                                  ","
											MTH-122"
161, , , , , , , , , , ,"
              Department of Mathematics","
										"
162, , , , , , , , , , ,"
                                ","
											Differential Equations"
163, , , , , , , , , , ,"
                              ","
										"
164, , , , , , , , , , ,Administrative Departments                ,"
											3"
165, , , , , , , , , , ,"
                                  ","
										"
166, , , , , , , , , , ,"
              Office of the Registrar","
											0"
167, , , , , , , , , , ,"
                                  ","
										"
168, , , , , , , , , , ,"
              Office of the CoE","
											 "
169, , , , , , , , , , ,"
                                  ","
									"
170, , , , , , , , , , ,"
              Office of the Treasurer","
									"
171, , , , , , , , , , ,"
                                ","
										"
172, , , , , , , , , , ,"
                      ","
											EE-133"
173, , , , , , , , , , ,"
                ","
										"
174, , , , , , , , , , ,Home,"
											Engineering Workshop"
175, , , , , , , , , , ,"
                
                                ","
										"
176, , , , , , , , , , ,"
                ","
											0"
177, , , , , , , , , , ,Departments,"
										"
178, , , , , , , , , , ,"
                                ","
											1"
179, , , , , , , , , , ,"
                ","
										"
180, , , , , , , , , , ,Department Of Electrical Engineering,"
											 "
181, , , , , , , , , , ,"
                              ","
									"
182, , , , , , , , , , ,"
							","
									"
183, , , , , , , , , , ,"
								The department of electrical engineering offers undergraduate degree in the field of electrical engineering, both as an independent degree awarding institute and under the affiliation of University of Engineering and Technology, Lahore. Currently, the department has a total of nine full time faculty members for core electrical engineering courses and three shared faculty members for courses of Mathematics.","
										"
184, , , , , , , , , , ,"
							","
											 "
185, , , , , , , , , , ,"
								The aim of the undergraduate program is to provide the students a sound grounding in the fundamentals of Electrical Engineering and to provide the skills needed to enable the students to practice as a professional electrical engineer.","
										"
186, , , , , , , , , , ,"
							","
											14"
187, , , , , , , , , , ,"
								This program is fundamental to a successful career in the electronics manufacturing, electronic product design, robotics, IT, defence, electric power and communications industry.","
										"
188, , , , , , , , , , ,"
						","
											4"
189, , , , , , , , , , ,"
							","
										"
190, , , , , , , , , , ,"
								Impart the capacity to its students to solve indigenous problems through the use of electrical technologies, education and research.","
											 "
191, , , , , , , , , , ,"
							","
									"
192, , , , , , , , , , ,"
								Establish external collaboration with industry and academia for enriching the learning experience of its students.","
								"
193, , , , , , , , , , ,"
							","
"
194, , , , , , , , , , ,"
								Inculcate in its students, strong moral values, leadership qualities and lifelong learning habits.",								
195, , , , , , , , , , ,"
						","
									"
196, , , , , , , , , , ,"
							","
										"
197, , , , , , , , , , ,"
								","
											Semester 3"
198, , , , , , , , , , ,PEO-1: ,"
									"
199, , , , , , , , , , , Achieve high standards of excellence in both academia and industry.,"
									"
200, , , , , , , , , , ,"
							","
										"
201, , , , , , , , , , ,"
								","
											Code"
202, , , , , , , , , , ,PEO-2: ,"
										"
203, , , , , , , , , , , Be actively involved in driving social change and addressing issues of critical importance to the general public.,"
											Course"
204, , , , , , , , , , ,"
							","
										"
205, , , , , , , , , , ,"
								","
											Theory"
206, , , , , , , , , , ,PEO-3: ,"
										"
207, , , , , , , , , , , Assume leading roles in organizations of national and international repute.,"
											Lab"
208, , , , , , , , , , ,"
						","
										"
209, , , , , , , , , , ,"
							","
											Pre-req"
210, , , , , , , , , , ,"
								","
									"
211, , , , , , , , , , ,PLO-1: Engineering Knowledge:,"
								"
212, , , , , , , , , , ," An ability to apply knowledge of mathematics, science,engineering fundamentals and an engineering specialization to the solution of complex engineering problems.","
								"
213, , , , , , , , , , ,"
							","
									"
214, , , , , , , , , , ,"
								","
										"
215, , , , , , , , , , ,PLO-2: Problem Analysis: ,"
											EE-251"
216, , , , , , , , , , ," An ability to identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences and engineering sciences.","
										"
217, , , , , , , , , , ,"
							","
											Digital Logic Design"
218, , , , , , , , , , ,"
								","
										"
219, , , , , , , , , , ,PLO-3: Design/Development of Solutions: ,"
											3"
220, , , , , , , , , , ," An ability to design solutions for complex engineering problems and design systems, components or processes that meet specified needs with appropriate consideration for public health and safety, cultural, societal, and environmental considerations.","
										"
221, , , , , , , , , , ,"
							","
											1"
222, , , , , , , , , , ,"
								","
										"
223, , , , , , , , , , ,PLO-4: Investigation: ,"
											 "
224, , , , , , , , , , ," An ability to investigate complex engineering problems in a methodical way including literature survey, design and conduct of experiments, analysis and interpretation of experimental data, and synthesis of information to derive valid conclusions.","
									"
225, , , , , , , , , , ,"
							","
									"
226, , , , , , , , , , ,"
								","
										"
227, , , , , , , , , , ,PLO-5: Modern Tool Usage: ,"
											EE-231"
228, , , , , , , , , , ," An ability to create, select and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling, to complex engineering activities, with an understanding of the limitations.","
										"
229, , , , , , , , , , ,"
							","
											Electronic Devices & Circuits"
230, , , , , , , , , , ,"
								","
										"
231, , , , , , , , , , ,PLO-6: The Engineer and Society: ,"
											3"
232, , , , , , , , , , ," An ability to apply reasoning informed by contextual knowledge to assess societal, health, safety, legal and cultural issues and the consequent responsibilities relevant to professional engineering practice and solution to complex engineering problems.","
										"
233, , , , , , , , , , ,"
							","
											1"
234, , , , , , , , , , ,"
								","
										"
235, , , , , , , , , , ,PLO-7: Environment and Sustainability: ,"
											EE-132"
236, , , , , , , , , , , An ability to understand the impact of professional engineering solutions in societal and environmental contexts and demonstrate knowledge of and need for sustainable development.,"
									"
237, , , , , , , , , , ,"
							","
									"
238, , , , , , , , , , ,"
								","
										"
239, , , , , , , , , , ,PLO-8: Ethics: ,"
											MTH-224"
240, , , , , , , , , , , Apply ethical principles and commit to professional ethics andresponsibilities and norms of engineering practice.,"
										"
241, , , , , , , , , , ,"
							","
											Complex Variables & Transforms"
242, , , , , , , , , , ,"
								","
										"
243, , , , , , , , , , ,PLO-9: Individual and Team Work: ,"
											3"
244, , , , , , , , , , ," An ability to work effectively, as an individual or in a team, on multifaceted and /or multidisciplinary settings.","
										"
245, , , , , , , , , , ,"
							","
											0"
246, , , , , , , , , , ,"
								","
										"
247, , , , , , , , , , ,PLO-10: Communication: ,"
											 "
248, , , , , , , , , , ," An ability to communicate effectively, orally as well as in writing, on complex engineering activities with the engineering community and with society at large, such as being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.","
									"
249, , , , , , , , , , ,"
							","
									"
250, , , , , , , , , , ,"
								","
										"
251, , , , , , , , , , ,PLO-11: Project Management: ,"
											SS-106"
252, , , , , , , , , , ," An ability to demonstrate knowledge and understanding of engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments, business practices, such as risk and change management, and understand their limitations.","
										"
253, , , , , , , , , , ,"
							","
											Iqbaliat"
254, , , , , , , , , , ,"
								","
										"
255, , , , , , , , , , ,PLO-12: Lifelong Learning: ,"
											2"
256, , , , , , , , , , ," An ability to recognize importance of, and pursue lifelong learning in the broader context of innovation and technological developments.","
										"
257, , , , , , , , , , ,"
						","
											0"
258, , , , , , , , , , ,"
					","
										"
259, , , , , , , , , , ,"
						","
											 "
260, , , , , , , , , , ,"30 km Talagang Road, Mianwali, 42250, Pakistan","
									"
261, , , , , , , , , , ,"
					","
									"
262, , , , , , , , , , ,"
						","
										"
263, , , , , , , , , , ,"+92(0)459-236995 Ext. 101, 107","
											EE-241"
264, , , , , , , , , , ,"
					","
										"
265, , , , , , , , , , ,"
						","
											Signals & Systems"
266, , , , , , , , , , ,info@namal.edu.pk,"
										"
267, , , , , , , , , , ,"
					","
											3"
268, , , , , , , , , , ,"
						","
										"
269, , , , , , , , , , ,Namal Knowledge City,"
											1"
270, , , , , , , , , , ,"
				","
										"
271, , , , , , , , , , ,"
				    ","
											 "
272, , , , , , , , , , ,"
						","
									"
273, , , , , , , , , , ,Apply Online,"
									"
274, , , , , , , , , , ,"
				    ","
										"
275, , , , , , , , , , ,"
					","
											 "
276, , , , , , , , , , ,"
						","
										"
277, , , , , , , , , , ,Academic Calendar,"
											14"
278, , , , , , , , , , ,"
					","
										"
279, , , , , , , , , , ,"
						","
											3"
280, , , , , , , , , , ,Contribute,"
										"
281, , , , , , , , , , ,"
					","
											 "
282, , , , , , , , , , ,"
						","
									"
283, , , , , , , , , , ,Faculty,"
								"
284, , , , , , , , , , ,"
					
				","
"
285, , , , , , , , , , ,"
					",								
286, , , , , , , , , , ,"
						","
									"
287, , , , , , , , , , ,NULMS,"
										"
288, , , , , , , , , , ,"
					","
											Semester 4"
289, , , , , , , , , , ,"
						","
									"
290, , , , , , , , , , ,Library,"
									"
291, , , , , , , , , , ,"
					","
										"
292, , , , , , , , , , ,"
						","
											Code"
293, , , , , , , , , , ,Student Socities,"
										"
294, , , , , , , , , , ,"
					","
											Course"
295, , , , , , , , , , ,"
						","
										"
296, , , , , , , , , , ,Facilities,"
											Theory"
297, , , , , , , , , , ,"
				","
										"
298, , , , , , , , , , ,"
		","
											Lab"
299, , , , , , , , , , ,"
			","
										"
300, , , , , , , , , , , ,"
											Pre-req"
301, , , , , , , , , , , ,"
									"
302, , , , , , , , , , , ,"
								"
303, , , , , , , , , , ,"
		","
								"
304, , , , , , , , , , ,"
			","
									"
305, , , , , , , , , , , ,"
										"
306, , , , , , , , , , , ,"
											EE-252"
307, , , , , , , , , , , ,"
										"
308, , , , , , , , , , ,"
		","
											Introduction to Embedded Systems"
309, , , , , , , , , , ,"
			","
										"
310, , , , , , , , , , , ,"
											3"
311, , , , , , , , , , , ,"
										"
312, , , , , , , , , , , ,"
											1"
313, , , , , , , , , , ,"
		","
										"
314, , , , , , , , , , ,"
			","
											EE-251"
315, , , , , , , , , , , ,"
									"
316, , , , , , , , , , , ,"
									"
317, , , , , , , , , , , ,"
										"
318, , , , , , , , , , ,"
		","
											MTH-123"
319, , , , , , , , , , ,"
			","
										"
320, , , , , , , , , , , ,"
											Linear Algebra"
321, , , , , , , , , , , ,"
										"
322, , , , , , , , , , ,"
	","
											3"
323, , , , , , , , , , , ,"
										"
324, , , , , , , , , , , ,"
											0"
325, , , , , , , , , , , ,"
										"
326, , , , , , , , , , , ,"
											 "
327, , , , , , , , , , , ,"
									"
328, , , , , , , , , , , ,"
									"
329, , , , , , , , , , , ,"
										"
330, , , , , , , , , , , ,"
											ENG-112"
331, , , , , , , , , , , ,"
										"
332, , , , , , , , , , , ,"
											Creative Rhetoric & Writing"
333, , , , , , , , , , , ,"
										"
334, , , , , , , , , , , ,"
											3"
335, , , , , , , , , , , ,"
										"
336, , , , , , , , , , , ,"
											0"
337, , , , , , , , , , , ,"
										"
338, , , , , , , , , , , ,"
											 "
339, , , , , , , , , , , ,"
									"
340, , , , , , , , , , , ,"
									"
341, , , , , , , , , , , ,"
										"
342, , , , , , , , , , , ,"
											EE-271"
343, , , , , , , , , , , ,"
										"
344, , , , , , , , , , , ,"
											Electric Machines"
345, , , , , , , , , , , ,"
										"
346, , , , , , , , , , , ,"
											3"
347, , , , , , , , , , , ,"
										"
348, , , , , , , , , , , ,"
											1"
349, , , , , , , , , , , ,"
										"
350, , , , , , , , , , , ,"
											 "
351, , , , , , , , , , , ,"
									"
352, , , , , , , , , , , ,"
									"
353, , , , , , , , , , , ,"
										"
354, , , , , , , , , , , ,"
											EE-253"
355, , , , , , , , , , , ,"
										"
356, , , , , , , , , , , ,"
											Data Structures & Algorithms"
357, , , , , , , , , , , ,"
										"
358, , , , , , , , , , , ,"
											2"
359, , , , , , , , , , , ,"
										"
360, , , , , , , , , , , ,"
											1"
361, , , , , , , , , , , ,"
										"
362, , , , , , , , , , , ,"
											EE-151"
363, , , , , , , , , , , ,"
									"
364, , , , , , , , , , , ,"
									"
365, , , , , , , , , , , ,"
										"
366, , , , , , , , , , , ,"
											EE-232"
367, , , , , , , , , , , ,"
										"
368, , , , , , , , , , , ,"
											Engineering Drawing"
369, , , , , , , , , , , ,"
										"
370, , , , , , , , , , , ,"
											0"
371, , , , , , , , , , , ,"
										"
372, , , , , , , , , , , ,"
											1"
373, , , , , , , , , , , ,"
										"
374, , , , , , , , , , , ,"
											 "
375, , , , , , , , , , , ,"
									"
376, , , , , , , , , , , ,"
									"
377, , , , , , , , , , , ,"
										"
378, , , , , , , , , , , ,"
											 "
379, , , , , , , , , , , ,"
										"
380, , , , , , , , , , , ,"
											14"
381, , , , , , , , , , , ,"
										"
382, , , , , , , , , , , ,"
											4"
383, , , , , , , , , , , ,"
										"
384, , , , , , , , , , , ,"
											 "
385, , , , , , , , , , , ,"
									"
386, , , , , , , , , , , ,"
								"
387, , , , , , , , , , , ,"
"
388, , , , , , , , , , , ,								
389, , , , , , , , , , , ,"
									"
390, , , , , , , , , , , ,"
										"
391, , , , , , , , , , , ,"
											Semester 5"
392, , , , , , , , , , , ,"
									"
393, , , , , , , , , , , ,"
									"
394, , , , , , , , , , , ,"
										"
395, , , , , , , , , , , ,"
											Code"
396, , , , , , , , , , , ,"
										"
397, , , , , , , , , , , ,"
											Course"
398, , , , , , , , , , , ,"
										"
399, , , , , , , , , , , ,"
											Theory"
400, , , , , , , , , , , ,"
										"
401, , , , , , , , , , , ,"
											Lab"
402, , , , , , , , , , , ,"
										"
403, , , , , , , , , , , ,"
											Pre-req"
404, , , , , , , , , , , ,"
									"
405, , , , , , , , , , , ,"
								"
406, , , , , , , , , , , ,"
								"
407, , , , , , , , , , , ,"
									"
408, , , , , , , , , , , ,"
										"
409, , , , , , , , , , , ,"
											SS-3XX"
410, , , , , , , , , , , ,"
										"
411, , , , , , , , , , , ,"
											Entrepreneurship"
412, , , , , , , , , , , ,"
										"
413, , , , , , , , , , , ,"
											3"
414, , , , , , , , , , , ,"
										"
415, , , , , , , , , , , ,"
											0"
416, , , , , , , , , , , ,"
										"
417, , , , , , , , , , , ,"
											 "
418, , , , , , , , , , , ,"
									"
419, , , , , , , , , , , ,"
									"
420, , , , , , , , , , , ,"
										"
421, , , , , , , , , , , ,"
											EE-341"
422, , , , , , , , , , , ,"
										"
423, , , , , , , , , , , ,"
											Electromagnetic Theory"
424, , , , , , , , , , , ,"
										"
425, , , , , , , , , , , ,"
											3"
426, , , , , , , , , , , ,"
										"
427, , , , , , , , , , , ,"
											0"
428, , , , , , , , , , , ,"
										"
429, , , , , , , , , , , ,"
											PH-131"
430, , , , , , , , , , , ,"
									"
431, , , , , , , , , , , ,"
									"
432, , , , , , , , , , , ,"
										"
433, , , , , , , , , , , ,"
											EE-3XX"
434, , , , , , , , , , , ,"
										"
435, , , , , , , , , , , ,"
											Breadth Core I"
436, , , , , , , , , , , ,"
										"
437, , , , , , , , , , , ,"
											3"
438, , , , , , , , , , , ,"
										"
439, , , , , , , , , , , ,"
											1"
440, , , , , , , , , , , ,"
										"
441, , , , , , , , , , , ,"
											 "
442, , , , , , , , , , , ,"
									"
443, , , , , , , , , , , ,"
									"
444, , , , , , , , , , , ,"
										"
445, , , , , , , , , , , ,"
											SS-302"
446, , , , , , , , , , , ,"
										"
447, , , , , , , , , , , ,"
											Islamic Studies & Ethics"
448, , , , , , , , , , , ,"
										"
449, , , , , , , , , , , ,"
											3"
450, , , , , , , , , , , ,"
										"
451, , , , , , , , , , , ,"
											0"
452, , , , , , , , , , , ,"
										"
453, , , , , , , , , , , ,"
											 "
454, , , , , , , , , , , ,"
									"
455, , , , , , , , , , , ,"
									"
456, , , , , , , , , , , ,"
										"
457, , , , , , , , , , , ,"
											EE-361"
458, , , , , , , , , , , ,"
										"
459, , , , , , , , , , , ,"
											Control Systems"
460, , , , , , , , , , , ,"
										"
461, , , , , , , , , , , ,"
											3"
462, , , , , , , , , , , ,"
										"
463, , , , , , , , , , , ,"
											1"
464, , , , , , , , , , , ,"
										"
465, , , , , , , , , , , ,"
											EE-241"
466, , , , , , , , , , , ,"
									"
467, , , , , , , , , , , ,"
									"
468, , , , , , , , , , , ,"
										"
469, , , , , , , , , , , ,"
											 "
470, , , , , , , , , , , ,"
										"
471, , , , , , , , , , , ,"
											15"
472, , , , , , , , , , , ,"
										"
473, , , , , , , , , , , ,"
											2"
474, , , , , , , , , , , ,"
										"
