89, , , , , , , , , , ,"
                            ", 
90, , , , , , , , , , ,Why Namal?, 
91, , , , , , , , , , ,"
                            ", 
92, , , , , , , , , , ,Admission Timeline, 
93, , , , , , , , , , ,"
                            ", 
94, , , , , , , , , , ,Admission Criteria, 
95, , , , , , , , , , ,"
                            ", 
96, , , , , , , , , , ,Entry Test Guidelines, 
97, , , , , , , , , , ,"
                            ", 
98, , , , , , , , , , ,Financial Aid, 
99, , , , , , , , , , ,"
                            ", 
100, , , , , , , , , , ,Fee Structure, 
101, , , , , , , , , , ,"
                            ", 
102, , , , , , , , , , ,Deposit Slip, 
103, , , , , , , , , , ,"
                            ", 
104, , , , , , , , , , ,FAQs, 
105, , , , , , , , , , ,"
                      ", 
106, , , , , , , , , , ,"	
            ", 
107, , , , , , , , , , ,"
        ", 
108, , , , , , , , , , ,Life At Namal        , 
109, , , , , , , , , , ,        , 
110, , , , , , , , , , ,"
                ", 
111, , , , , , , , , , ,"

                      ", 
112, , , , , , , , , , ,Workshops And Seminars, 
113, , , , , , , , , , ,"
                            ", 
114, , , , , , , , , , ,Facilities, 
115, , , , , , , , , , ,"
                            ", 
116, , , , , , , , , , ,Green Namal, 
117, , , , , , , , , , ,"
                      ", 
118, , , , , , , , , , ,"	
            ", 
119, , , , , , , , , , ,"
        ", 
120, , , , , , , , , , ,News & Events                , 
121, , , , , , , , , , ,"
            ", 
122, , , , , , , , , , ,"
        ", 
123, , , , , , , , , , ,Apply Online                , 
124, , , , , , , , , , ,"
            ", 
125, , , , , , , , , , ,"
        ", 
126, , , , , , , , , , ,Contribute, 
127, , , , , , , , , , ,"
    ", 
128, , , , , , , , , , ,"
", 
129, , , , , , , , , , ,"
    ", 
130, , , , , , , , , , ,Academic Calendar, 
131, , , , , , , , , , ,"
    ", 
132, , , , , , , , , , ,|, 
133, , , , , , , , , , ,"   
    ", 
134, , , , , , , , , , ,Faculty, 
135, , , , , , , , , , ,"
    ", 
136, , , , , , , , , , ,|, 
137, , , , , , , , , , ,"
    ", 
138, , , , , , , , , , ,QEC, 
139, , , , , , , , , , ,"
    ", 
140, , , , , , , , , , ,|, 
141, , , , , , , , , , ,"
    ", 
142, , , , , , , , , , ,NULMS, 
143, , , , , , , , , , ,"
    ", 
144, , , , , , , , , , ,|, 
145, , , , , , , , , , ,"
    ", 
146, , , , , , , , , , ,Library, 
147, , , , , , , , , , ,"
    ", 
148, , , , , , , , , , ,|, 
149, , , , , , , , , , ,"
    ", 
150, , , , , , , , , , ,Contact Us, 
151, , , , , , , , , , ,"
", 
152, , , , , , , , , , ,"
                          
            ", 
153, , , , , , , , , , ,"
              Apply Now", 
154, , , , , , , , , , ,"
                          
            ", 
155, , , , , , , , , , ,"
              Why Namal?", 
156, , , , , , , , , , ,"
                          
            ", 
157, , , , , , , , , , ,"
              Admission Timeline", 
158, , , , , , , , , , ,"
                          
            ", 
159, , , , , , , , , , ,"
              Admission Criteria", 
160, , , , , , , , , , ,"
                          
            ", 
161, , , , , , , , , , ,"
              Entry Test Guidelines", 
162, , , , , , , , , , ,"
                          
            ", 
163, , , , , , , , , , ,"
              Financial Aid", 
164, , , , , , , , , , ,"
                          
            ", 
165, , , , , , , , , , ,"
              Fee Structure", 
166, , , , , , , , , , ,"
                          
            ", 
167, , , , , , , , , , ,"
              Deposit Slip", 
168, , , , , , , , , , ,"
                          
            ", 
169, , , , , , , , , , ,"
              FAQs", 
170, , , , , , , , , , ,"
                    ", 
171, , , , , , , , , , ,"
                ", 
172, , , , , , , , , , ,Home, 
173, , , , , , , , , , ,"
                
                                ", 
174, , , , , , , , , , ,"
                ", 
175, , , , , , , , , , ,Admissions, 
176, , , , , , , , , , ,"
                                ", 
177, , , , , , , , , , ,"
                ", 
178, , , , , , , , , , ,Entry Test Guidelines, 
179, , , , , , , , , , ,"
                              ", 
180, , , , , , , , , , ,"
	", 
181, , , , , , , , , , ,"
		", 
182, , , , , , , , , , ,Correct Answer:, 
183, , , , , , , , , , , 1 Mark, 
184, , , , , , , , , , ,"
	", 
185, , , , , , , , , , ,"
		", 
186, , , , , , , , , , ,Wrong Answer:, 
187, , , , , , , , , , , 0 Mark, 
188, , , , , , , , , , ,"
", 
189, , , , , , , , , , ,"
	", 
190, , , , , , , , , , ,"
		This Entry Test is only valid for the ", 
191, , , , , , , , , , ,admission cycle 2021, 
192, , , , , , , , , , ,., 
193, , , , , , , , , , ,"
	", 
194, , , , , , , , , , ,"
		All the candidates who applied for the admission are registered automatically for the Entry Test. Namal Institute Mianwali will contact the applicants soon to provide more details about the Entry Test.", 
195, , , , , , , , , , ,"
", 
196, , , , , , , , , , ,"
					", 
197, , , , , , , , , , ,"
						", 
198, , , , , , , , , , ,"30 km Talagang Road, Mianwali, 42250, Pakistan", 
199, , , , , , , , , , ,"
					", 
200, , , , , , , , , , ,"
						", 
201, , , , , , , , , , ,"+92(0)459-236995 Ext. 101, 107", 
202, , , , , , , , , , ,"
					", 
203, , , , , , , , , , ,"
						", 
204, , , , , , , , , , ,info@namal.edu.pk, 
205, , , , , , , , , , ,"
					", 
206, , , , , , , , , , ,"
						", 
207, , , , , , , , , , ,Namal Knowledge City, 
208, , , , , , , , , , ,"
				", 
209, , , , , , , , , , ,"
				    ", 
210, , , , , , , , , , ,"
						", 
211, , , , , , , , , , ,Apply Online, 
212, , , , , , , , , , ,"
				    ", 
213, , , , , , , , , , ,"
					", 
214, , , , , , , , , , ,"
						", 
215, , , , , , , , , , ,Academic Calendar, 
216, , , , , , , , , , ,"
					", 
217, , , , , , , , , , ,"
						", 
218, , , , , , , , , , ,Contribute, 
219, , , , , , , , , , ,"
					", 
220, , , , , , , , , , ,"
						", 
221, , , , , , , , , , ,Faculty, 
222, , , , , , , , , , ,"
					
				", 
223, , , , , , , , , , ,"
					", 
224, , , , , , , , , , ,"
						", 
225, , , , , , , , , , ,NULMS, 
226, , , , , , , , , , ,"
					", 
227, , , , , , , , , , ,"
						", 
228, , , , , , , , , , ,Library, 
229, , , , , , , , , , ,"
					", 
230, , , , , , , , , , ,"
						", 
231, , , , , , , , , , ,Student Socities, 
232, , , , , , , , , , ,"
					", 
233, , , , , , , , , , ,"
						", 
234, , , , , , , , , , ,Facilities, 
235, , , , , , , , , , ,"
				", 
236, , , , , , , , , , ,"
		", 
237, , , , , , , , , , ,"
			", 
238, , , , , , , , , , , , 
239, , , , , , , , , , , , 
240, , , , , , , , , , , , 
241, , , , , , , , , , ,"
		", 
242, , , , , , , , , , ,"
			", 
243, , , , , , , , , , , , 
244, , , , , , , , , , , , 
245, , , , , , , , , , , , 
246, , , , , , , , , , ,"
		", 
247, , , , , , , , , , ,"
			", 
248, , , , , , , , , , , , 
249, , , , , , , , , , , , 
250, , , , , , , , , , , , 
251, , , , , , , , , , ,"
		", 
252, , , , , , , , , , ,"
			", 
253, , , , , , , , , , , , 
254, , , , , , , , , , , , 
255, , , , , , , , , , , , 
256, , , , , , , , , , ,"
		", 
257, , , , , , , , , , ,"
			", 
258, , , , , , , , , , , , 
259, , , , , , , , , , , , 
260, , , , , , , , , , ,"
	", 
,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5,UnorderList,TableData
0,https://namal.edu.pk/people#faculty,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,About, ,DEPARTMENT OF COMPUTER SCIENCE,MR. IMRAN KHAN,To Contribute,"
    ", 
1, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_7283045.png,Founding Chairman,people, ,DEPARTMENT OF ELECTRICAL ENGINEERING,MR. ABDUL RAZAK DAWOOD,"
					Visiting Namal",Academic Calendar, 
2, , ,https://namal.edu.pk/people#faculty,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_3372521.jpg,Board Member, , ,DEPARTMENT OF BUSINESS STUDIES,MR.SIKANDAR MUSTAFA KHAN,"
					Important Links","
    ", 
3, , ,https://namal.edu.pk/quality-enhancement-cell,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_5523107.jpg,Board Member, , ,DEPARTMENT OF MATHEMATICS,MRS. ALEEMA KHANUM,"
					Resources",|, 
4, , ,https://lms.namal.edu.pk/,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_7723159.jpg,Board Member, , , ,DR. ARIF NAZIR BUTT, ,"   
    ", 
5, , ,http://library.namal.edu.pk/,https://namal.edu.pk/uploads/workerInfoImg/worker7729619.JPG,Board Member, , , ,MR. SHAHZAD HUSSAIN, ,Faculty, 
6, , ,https://namal.edu.pk/contact-us,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_3249795.jpg,Board Member, , , ,DR. RASHID AMJAD, ,"
    ", 
7, , ,#about,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_3486970.jpg,Board Member, , , ,MR. ASHAR AZIZ, ,|, 
8, , ,https://namal.edu.pk/chairmans-message,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_3042059.jpg,Board Member, , , ,MR. SHAHRYAR NAWABI, ,"
    ", 
9, , ,https://namal.edu.pk/vision-and-mission,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_9712540.jpg,Board Member, , , ,DR. M. NAEEM AYAZ, ,QEC, 
10, , ,https://namal.edu.pk/core-values,https://namal.edu.pk/uploads/workerInfoImg/worker7927470.jpg,PROFESSOR, , , ,DR. M. TANVIR AFZAL, ,"
    ", 
11, , ,https://namal.edu.pk/the-namal-story,https://namal.edu.pk/uploads/workerInfoImg/worker9935909.JPG,PROFESSOR/DIRECTOR QEC, , , ,DR. ADNAN IQBAL, ,|, 
12, , ,https://namal.edu.pk/namal-knowledge-city,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_5888553.jpg,ASSOCIATE PROFESSOR/ HOD, , , ,DR. MALIK JAHAN KHAN, ,"
    ", 
13, , ,https://namal.edu.pk/people,https://namal.edu.pk/uploads/workerInfoImg/worker2170032.JPG,ASSOCIATE PROFESSOR, , , ,DR. SITWAT USMAN, ,NULMS, 
14, , ,https://namal.edu.pk/quality-enhancement-cell,https://namal.edu.pk/uploads/workerInfoImg/worker6224737.jpg,ASSOCIATE PROFESSOR, , , ,DR. JUNAID AKHTAR, ,"
    ", 
15, , ,#academics,https://namal.edu.pk/uploads/workerInfoImg/worker2783504.jpg,ASSISTANT PROFESSOR, , , ,DR. SAAD ALI MALIK, ,|, 
16, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/workerInfoImg/worker651305.jpeg,ASSISTANT PROFESSOR/ Assistant HOD, , , ,DR. BACHA REHMAN, ,"
    ", 
17, , ,https://namal.edu.pk/student-handbook,https://namal.edu.pk/uploads/workerInfoImg/worker4648391.jpg,Assistant Professor, , , ,DR. SADAQAT UR REHMAN, ,Library, 
18, , ,#departments,https://namal.edu.pk/uploads/workerInfoImg/worker1145639.png,ASSISTANT PROFESSOR, , , ,MR. M. SARMAD ALI, ,"
    ", 
19, , ,#,https://namal.edu.pk/uploads/workerInfoImg/worker3842359.jpg,SENIOR LECTURER, , , ,MR. SHERAZ ANJUM, ,|, 
20, , ,https://namal.edu.pk/department-of-electrical-engineering,https://namal.edu.pk/uploads/workerInfoImg/worker8822484.jpg,SENIOR LECTURER, , , ,Mr. Sadiqullah, ,"
    ", 
21, , ,https://namal.edu.pk/department-of-computer-science,https://namal.edu.pk/uploads/workerInfoImg/worker7465833.jpeg,LECTURER, , , ,Dr. Anwar Khurshid, ,Contact Us, 
22, , ,https://namal.edu.pk/department-of-business-studies,https://namal.edu.pk/uploads/workerInfoImg/worker758111.jpg,PROFESSOR, , , ,Dr. Asmat Ullah Khan, ,"
", 
23, , ,https://namal.edu.pk/department-of-mathematics,https://namal.edu.pk/uploads/workerInfoImg/worker7187435.jpg,PROFESSOR, , , ,DR. SAJJAD UR REHMAN, ,"
        ", 
24, , ,#,https://namal.edu.pk/uploads/workerInfoImg/worker8295461.jpg,Associate Professor/HOD, , , ,Dr. Syed Asad Alam, ,About        , 
25, , ,https://namal.edu.pk/office-of-the-registrar,https://namal.edu.pk/uploads/workerInfoImg/worker3749180.JPG,ASSISTANT PROFESSOR, , , ,DR. TALHA MANZOOR, ,        , 
26, , ,https://namal.edu.pk/office-of-the-coe,https://namal.edu.pk/uploads/workerInfoImg/worker1242508.jpg,ASSISTANT PROFESSOR, , , ,Dr. Wahab Ali Shah, ,"
                ", 
27, , ,https://namal.edu.pk/office-of-the-treasurer,https://namal.edu.pk/uploads/workerInfoImg/worker1469782.jpg,Assistant Professor, , , ,Dr. Majid Ali, ,"

                      ", 
28, , ,#admissions,https://namal.edu.pk/uploads/workerInfoImg/worker1233482.jpg,Assistant Professor , , , ,Dr. Sami ud Din, ,Chairman's Message, 
29, , ,https://namal.edu.pk/apply,https://namal.edu.pk/uploads/workerInfoImg/worker3090319.jpg,Assistant Professor , , , ,Dr. Hamza Zad Gul, ,"
                            ", 
30, , ,https://namal.edu.pk/why-namal,https://namal.edu.pk/uploads/workerInfoImg/worker8021869.jpeg,ASSISTANT PROFESSOR, , , ,MR. M. FAYYAZ KASHIF, ,Vision And Mission, 
31, , ,https://namal.edu.pk/admission-timeline,https://namal.edu.pk/uploads/workerInfoImg/worker1384364.jpg,SENIOR LECTURER, , , ,MS. ABBIRAH AHMAD, ,"
                            ", 
32, , ,https://namal.edu.pk/admission-criteria,https://namal.edu.pk/uploads/workerInfoImg/worker7197926.jpg,Senior Lecturer, , , ,MR. M. USAMA, ,Core Values, 
33, , ,https://namal.edu.pk/entry-test-guidelines,https://namal.edu.pk/uploads/workerInfoImg/worker3426761.png,SENIOR LECTURER, , , ,MS. ZULAIKHA KIRAN, ,"
                            ", 
34, , ,https://namal.edu.pk/financial-aid,https://namal.edu.pk/uploads/workerInfoImg/worker5259733.JPG,SENIOR LECTURER, , , ,Mr. Muhammad Usman, ,The Namal Story, 
35, , ,https://namal.edu.pk/fee-structure,https://namal.edu.pk/uploads/workerInfoImg/worker2953671.jpg,LECTURER, , , ,DR. SAJID BASHIR, ,"
                            ", 
36, , ,https://namal.edu.pk/deposit-slip,https://namal.edu.pk/uploads/workerInfoImg/worker8235400.jpg,PROFESSOR / HOD, , , ,Dr. Muhammad Ashraf, ,Namal Knowledge City, 
37, , ,https://namal.edu.pk/faqs,https://namal.edu.pk/uploads/workerInfoImg/worker929923.jpeg,PROFESSOR, , , ,Dr. Asif Mahmood, ,"
                            ", 
38, , ,#life-at-namal,https://namal.edu.pk/uploads/workerInfoImg/worker798336.JPG,ASSOCIATE PROFESSOR/HEAD ORIC, , , ,DR. IQRA ABDULLAH, ,People, 
39, , ,https://namal.edu.pk/workshops-and-seminars,https://namal.edu.pk/uploads/workerInfoImg/worker210081.jpg,ASSISTANT PROFESSOR, , , ,DR. M. UMAR FAROOQ, ,"
                            ", 
40, , ,https://namal.edu.pk/facilities,https://namal.edu.pk/uploads/workerInfoImg/worker5419557.jpg,ASSISTANT PROFESSOR, , , ,DR. BASHARAT JAVED, ,Quality Enhancement Cell, 
41, , ,https://namal.edu.pk/green-namal,https://namal.edu.pk/uploads/workerInfoImg/worker9815630.jpg,ASSISTANT PROFESSOR, , , ,DR. YASIR RIAZ, ,"
                      ", 
42, , ,https://namal.edu.pk/news-events,https://namal.edu.pk/uploads/workerInfoImg/worker3177892.jpeg,ASSISTANT PROFESSOR, , , ,DR. SHAHID BASHIR, ,"	
            ", 
43, , ,https://namal.edu.pk/apply,https://namal.edu.pk/uploads/workerInfoImg/worker9035152.JPG,ASSISTANT PROFESSOR, , , ,DR. AMJAD UR REHMAN, ,"
        ", 
44, , ,,https://namal.edu.pk/uploads/workerInfoImg/workerInfoImg_9850206.jpg,ASSISTANT PROFESSOR, , , ,MR. ZAMEER NAWAZ, ,Academics        , 
45, , ,https://www.namalknowledgecity.com/,https://namal.edu.pk/uploads/workerInfoImg/worker3782150.jpg,SENIOR LECTURER, , , ,MR. M. IRFAN NADEEM, ,        , 
46, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/workerInfoImg/worker993592.jpg,SENIOR LECTURER, , , ,Dr. HAROON KARIM, ,"
                ", 
47, , ,https://namal.edu.pk/people#faculty,https://namal.edu.pk/uploads/workerInfoImg/worker1665631.jpg,SENIOR LECTURER, , , ,DR. M. ASHFAQ BOKHARI, ,"

                      ", 
48, , ,https://namal.edu.pk/quality-enhancement-cell,https://namal.edu.pk/uploads/workerInfoImg/worker8087478.jpg,PROFESSOR, , , ,Dr. Ehsan Ullah Khan, ,Academic Calendar, 
49, , ,https://lms.namal.edu.pk/,https://namal.edu.pk/uploads/workerInfoImg/worker3482067.jpeg,PROFESSOR, , , ,Dr. MUDASSAR IMRAN, ,"
                            ", 
50, , ,http://library.namal.edu.pk/,https://namal.edu.pk/uploads/workerInfoImg/worker2070379.jpg,PROFESSOR, , , ,DR. ADIL JAHANGEER, ,Student Handbook, 
51, , ,https://namal.edu.pk/contact-us,https://namal.edu.pk/uploads/workerInfoImg/worker3728102.jpg,ASSOCIATE PROFESSOR/ HOD, , , ,DR. ISRAR ALI KHAN, ,"
                      ", 
52, , ,https://namal.edu.pk/chairmans-message,https://namal.edu.pk/uploads/workerInfoImg/worker5692085.jpg,ASSISTANT PROFESSOR, , , ,DR. ZIA UR REHMAN, ,"	
            ", 
53, , ,https://namal.edu.pk/vision-and-mission,https://namal.edu.pk/uploads/workerInfoImg/worker8101811.jpg,ASSISTANT PROFESSOR, , , ,Dr. SAMAD WALI, ,"
        ", 
54, , ,https://namal.edu.pk/core-values,https://namal.edu.pk/uploads/workerInfoImg/worker3176981.jpeg,ASSISTANT PROFESSOR, , , ,Dr. ASAD ZUBAIR, ,Departments        , 
55, , ,https://namal.edu.pk/the-namal-story,https://namal.edu.pk/uploads/workerInfoImg/worker4046070.jpeg,ASSISTANT PROFESSOR, , , ,MS. FAIQA ALI, ,        , 
56, , ,https://namal.edu.pk/namal-knowledge-city,https://namal.edu.pk/uploads/workerInfoImg/worker6268818.JPG,SENIOR LECTURER, , , ,MR. KAMRAN RASHID, ,"
                ", 
57, , ,https://namal.edu.pk/people,https://namal.edu.pk/uploads/workerInfoImg/worker4867300.png,SENIOR LECTURER, , , ,DR. ASMAT ULLAH KHAN, ,"

                      ", 
58, , ,https://namal.edu.pk/quality-enhancement-cell,https://namal.edu.pk/uploads/workerInfoImg/worker3907093.jpg,Acting Rector, , , ,Dr. Anwar Khurshid, ,Academic Departments, 
59, , ,#,https://namal.edu.pk/uploads/workerInfoImg/worker3565814.jpg,Academic Director, , , ,Dr. RAUF A. SHEIKH, ,"
              ", 
60, , ,#,https://namal.edu.pk/uploads/workerInfoImg/worker5668803.jpg,Registrar, , , ,DR. EHSAN ULLAH KHAN, ,"
                            ", 
61, , ,/,https://namal.edu.pk/uploads/workerInfoImg/worker7477288.jpeg,Controller Examination, , , ,DR. M. TANVIR AFZAL, ,Department Of Electrical Engineering, 
62, , ,https://www.namalknowledgecity.com,https://namal.edu.pk/uploads/workerInfoImg/worker7202966.JPG,"DIRECTOR, QEC", , , ,DR. ASIF MAHMOOD, ,"
                            ", 
63, , ,https://namal.edu.pk/apply,https://namal.edu.pk/uploads/workerInfoImg/worker5485113.jpg,"Head, ORIC", , , ,DR. ADNAN IQBAL, ,Department Of Computer Science, 
64, , ,/academic-calendar,https://namal.edu.pk/uploads/workerInfoImg/worker1077387.jpg,"Head, Computer Science Department", , , ,DR. SAJJAD UR REHMAN, ,"
                            ", 
65, , ,,https://namal.edu.pk/uploads/workerInfoImg/worker2594984.jpg,"Head, Electrical Engineering Department", , , ,DR. SAJID BASHIR, ,Department Of Business Studies, 
66, , ,/people#faculty,https://namal.edu.pk/uploads/workerInfoImg/worker8802611.jpg,"Head, Business Studies Department", , , ,DR. ADIL JAHANGEER, ,"
                            ", 
67, , ,https://nulms.namal.edu.pk,https://namal.edu.pk/uploads/workerInfoImg/worker7466389.jpg,"Head, Mathematics Department", , , ,MR. ZAHID HANIF, ,Department Of Mathematics, 
68, , ,http://library.namal.edu.pk,https://namal.edu.pk/uploads/workerInfoImg/worker7457956.jpg,Treasurer, , , ,DR. BASHARAT JAVED, ,"
                            ", 
69, , ,#!,https://namal.edu.pk/uploads/workerInfoImg/worker1816343.jpg,"Head, HR ", , , ,MR. SAAD KHAN, ,"
              
              ", 
