,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5
52, , ,https://namal.edu.pk/workshops-and-seminars, , , , , , , 
53, , ,https://namal.edu.pk/facilities, , , , , , , 
54, , ,https://namal.edu.pk/green-namal, , , , , , , 
55, , ,#, , , , , , , 
56, , ,#, , , , , , , 
57, , ,/, , , , , , , 
58, , ,https://www.namalknowledgecity.com, , , , , , , 
59, , ,https://namal.edu.pk/apply, , , , , , , 
60, , ,/academic-calendar, , , , , , , 
61, , ,, , , , , , , 
62, , ,/people#faculty, , , , , , , 
63, , ,https://nulms.namal.edu.pk, , , , , , , 
64, , ,http://library.namal.edu.pk, , , , , , , 
65, , ,#!, , , , , , , 
66, , ,/facilities, , , , , , , 
67, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , 
68, , ,https://twitter.com/namaledu, , , , , , , 
69, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , 
70, , ,mailto:info@namal.edu.pk, , , , , , , 
71, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , 
72, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , 
73, , ,https://namal.edu.pk/, , , , , , , 
