,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5,UnorderList,TableData
206, , , , , , , , , , , , 
207, , , , , , , , , , ,"
		", 
208, , , , , , , , , , ,"
			", 
209, , , , , , , , , , , , 
210, , , , , , , , , , , , 
211, , , , , , , , , , , , 
212, , , , , , , , , , ,"
		", 
213, , , , , , , , , , ,"
			", 
214, , , , , , , , , , , , 
215, , , , , , , , , , , , 
216, , , , , , , , , , ,"
	", 
,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5,UnorderList,TableData
0,https://namal.edu.pk/faqs,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,Admissions, , , ,To Contribute,"
    ", 
1, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/logo4980416.png,"
        There is only one campus of Namal Institute,which is located at 30KM Mianwali Talagang Road. It is a 90 minute drive from motorway through Balkasar interchange near Chakwal city.", , , , ,"
					Visiting Namal",Academic Calendar, 
2, , ,https://namal.edu.pk/people#faculty, ,"
        There are four 4-years undergraduate degree programs being offered at Namal Institute, i.e. B.S. Electrical Engineering, B.S. Computer Science, B.S. Mathematics and BBA.", , , , ,"
					Important Links","
    ", 
3, , ,https://namal.edu.pk/quality-enhancement-cell, ,"
        Admissions eligibility criteria can be found at ", , , , ,"
					Resources",|, 
4, , ,https://lms.namal.edu.pk/, ,"
        Below is the formula to calculate your aggregate score.", , , , , ,"   
    ", 
5, , ,http://library.namal.edu.pk/, ,"
        ", , , , , ,Faculty, 
6, , ,https://namal.edu.pk/contact-us, , (Percentage marks in F.Sc) * 0.8 + (Percentage marks in Matric) * 0.2, , , , , ,"
    ", 
7, , ,#about, ,"
        ", , , , , ,|, 
8, , ,https://namal.edu.pk/chairmans-message, , (Percentage marks in F.Sc) * 0.8 + (Percentage marks in Matric) * 0.1 + (Entry Test) * 0.1, , , , , ,"
    ", 
9, , ,https://namal.edu.pk/vision-and-mission, ,"
        You can apply by filling the Online Admission Application Form at ", , , , , ,QEC, 
10, , ,https://namal.edu.pk/core-values, ,. The detailed procedure is also available on the Namal website., , , , , ,"
    ", 
11, , ,https://namal.edu.pk/the-namal-story, ,"
        Yes, you have to pay a non-refundable admission application fee i.e. Rs. 500/- to be deposited at any branch of
        ", , , , , ,|, 
12, , ,https://namal.edu.pk/namal-knowledge-city, ," in Pakistan. Once you have filled and submitted the online application, you will get an email ", , , , , ,"
    ", 
13, , ,https://namal.edu.pk/people, ," from admission office on your given e-mail address.
        ", , , , , ,NULMS, 
14, , ,https://namal.edu.pk/quality-enhancement-cell, ," Once you have submitted the application form, just download the challan form from the website, get a print and deposit the fee at any Branch of ", , , , , ,"
    ", 
15, , ,#academics, ,". Afterwards, attach and send a scanned soft copy of this bank challan via
        reply to the same email. Without sending the scanned copy of the challan form, your application will not be considered for admission.", , , , , ,|, 
16, , ,https://namal.edu.pk/academic-calendar, ,"
        Details regarding fee structure are available at ", , , , , ,"
    ", 
17, , ,https://namal.edu.pk/student-handbook, ,"
        Yes, Namal provides merit scholarships as well need-based financial support to attract the talented students. Details can be found at ", , , , , ,Library, 
18, , ,#departments, ,"
        Yes, there are certain documents required as well as interviews for need based financial support.", , , , , ,"
    ", 
19, , ,#, ,"
        Please see the eligibility criteria provide at ", , , , , ,|, 
20, , ,https://namal.edu.pk/department-of-electrical-engineering, ,"
        Please visit ", , , , , ,"
    ", 
21, , ,https://namal.edu.pk/department-of-computer-science, , for these details., , , , , ,Contact Us, 
22, , ,https://namal.edu.pk/department-of-business-studies, ,"
        No. Admission is strictly on merit basis, without any bias of gender, race, religion, or ethnicity.", , , , , ,"
", 
23, , ,https://namal.edu.pk/department-of-mathematics, ,"
        There is no age limit. All applicants who qualify on merit will be considered.", , , , , ,"
        ", 
24, , ,#, ,"
        No. There is no transfer option at the moment.", , , , , ,About        , 
25, , ,https://namal.edu.pk/office-of-the-registrar, ,"
        No. Currently, there are no interviews held for admissions.", , , , , ,        , 
26, , ,https://namal.edu.pk/office-of-the-coe, ,"
        Yes. Namal Institute has the distinction of being the first professional institution in the district that accords equal learning opportunities to both males and females.", , , , , ,"
                ", 
27, , ,https://namal.edu.pk/office-of-the-treasurer, ,"
        Yes. There are separate hostels for males and females. They are situated at a short distance from the Institute, and students commute on Institute buses free of cost.", , , , , ,"

                      ", 
28, , ,#admissions, ,"
        Namal has no political affiliations and no political parties are allowed representation on campus.", , , , , ,Chairman's Message, 
29, , ,https://namal.edu.pk/apply, ,"
        Yes. Namal is a recognized institute by Higher Education Commission of Pakistan and Pakistan Engineering Council.
    ", , , , , ,"
                            ", 
30, , ,https://namal.edu.pk/why-namal, ,"
        Yes. They are available on this website.", , , , , ,Vision And Mission, 
31, , ,https://namal.edu.pk/admission-timeline, ,"
        Namal Institute welcomes you to come and see the facilities and seek clarifications regarding admissions. We also conduct information sessions during our admission drive at various schools, colleges and academies across Pakistan to inform prospective
        students about admissions and other related matters.", , , , , ,"
                            ", 
32, , ,https://namal.edu.pk/admission-criteria, ,"
        You can contact us via:", , , , , ,Core Values, 
33, , ,https://namal.edu.pk/entry-test-guidelines, ,"
        ", , , , , ,"
                            ", 
34, , ,https://namal.edu.pk/financial-aid, , admissions@namal.edu.pk, , , , , ,The Namal Story, 
35, , ,https://namal.edu.pk/fee-structure, ,"
        ", , , , , ,"
                            ", 
36, , ,https://namal.edu.pk/deposit-slip, , 0459-236995 Ext-130 & 107, , , , , ,Namal Knowledge City, 
37, , ,https://namal.edu.pk/faqs, ,"
        ", , , , , ,"
                            ", 
38, , ,#life-at-namal, , 9 - 5 PM (Monday to Friday), , , , , ,People, 
39, , ,https://namal.edu.pk/workshops-and-seminars, , , , , , , ,"
                            ", 
40, , ,https://namal.edu.pk/facilities, , , , , , , ,Quality Enhancement Cell, 
41, , ,https://namal.edu.pk/green-namal, , , , , , , ,"
                      ", 
42, , ,https://namal.edu.pk/news-events, , , , , , , ,"	
            ", 
43, , ,https://namal.edu.pk/apply, , , , , , , ,"
        ", 
44, , ,, , , , , , , ,Academics        , 
45, , ,https://www.namalknowledgecity.com/, , , , , , , ,        , 
46, , ,https://namal.edu.pk/academic-calendar, , , , , , , ,"
                ", 
47, , ,https://namal.edu.pk/people#faculty, , , , , , , ,"

                      ", 
48, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , ,Academic Calendar, 
49, , ,https://lms.namal.edu.pk/, , , , , , , ,"
                            ", 
50, , ,http://library.namal.edu.pk/, , , , , , , ,Student Handbook, 
51, , ,https://namal.edu.pk/contact-us, , , , , , , ,"
                      ", 
52, , ,https://namal.edu.pk/apply, , , , , , , ,"	
            ", 
53, , ,https://namal.edu.pk/why-namal, , , , , , , ,"
        ", 
54, , ,https://namal.edu.pk/admission-timeline, , , , , , , ,Departments        , 
55, , ,https://namal.edu.pk/admission-criteria, , , , , , , ,        , 
56, , ,https://namal.edu.pk/entry-test-guidelines, , , , , , , ,"
                ", 
57, , ,https://namal.edu.pk/financial-aid, , , , , , , ,"

                      ", 
58, , ,https://namal.edu.pk/fee-structure, , , , , , , ,Academic Departments, 
59, , ,https://namal.edu.pk/deposit-slip, , , , , , , ,"
              ", 
60, , ,https://namal.edu.pk/faqs, , , , , , , ,"
                            ", 
61, , ,#, , , , , , , ,Department Of Electrical Engineering, 
62, , ,#, , , , , , , ,"
                            ", 
63, , ,https://namal.edu.pk/admission-criteria, , , , , , , ,Department Of Computer Science, 
64, , ,https://namal.edu.pk/apply-now, , , , , , , ,"
                            ", 
65, , ,https://namal.edu.pk/fee-structure, , , , , , , ,Department Of Business Studies, 
66, , ,https://namal.edu.pk/financial-aid, , , , , , , ,"
                            ", 
67, , ,https://namal.edu.pk/admission-criteria, , , , , , , ,Department Of Mathematics, 
68, , ,https://namal.edu.pk/admission-criteria, , , , , , , ,"
                            ", 
69, , ,/, , , , , , , ,"
              
              ", 
70, , ,https://www.namalknowledgecity.com, , , , , , , ,"
                            ", 
71, , ,https://namal.edu.pk/apply, , , , , , , ,Administrative Departments, 
72, , ,/academic-calendar, , , , , , , ,"
              ", 
73, , ,, , , , , , , ,"
                            ", 
74, , ,/people#faculty, , , , , , , ,Office Of The Registrar, 
75, , ,https://nulms.namal.edu.pk, , , , , , , ,"
                            ", 
76, , ,http://library.namal.edu.pk, , , , , , , ,Office Of The CoE, 
77, , ,#!, , , , , , , ,"
                            ", 
78, , ,/facilities, , , , , , , ,Office Of The Treasurer, 
79, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , ,"
                            ", 
80, , ,https://twitter.com/namaledu, , , , , , , ,"
              
              ", 
81, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , ,"
                      ", 
82, , ,mailto:info@namal.edu.pk, , , , , , , ,"	
            ", 
83, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , ,"
        ", 
84, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , ,Admissions        , 
85, , ,https://namal.edu.pk/, , , , , , , ,        , 
86, , , , , , , , , , ,"
                ", 
87, , , , , , , , , , ,"

                      ", 
88, , , , , , , , , , ,Apply Now, 
89, , , , , , , , , , ,"
                            ", 
90, , , , , , , , , , ,Why Namal?, 
91, , , , , , , , , , ,"
                            ", 
92, , , , , , , , , , ,Admission Timeline, 
93, , , , , , , , , , ,"
                            ", 
94, , , , , , , , , , ,Admission Criteria, 
95, , , , , , , , , , ,"
                            ", 
96, , , , , , , , , , ,Entry Test Guidelines, 
97, , , , , , , , , , ,"
                            ", 
98, , , , , , , , , , ,Financial Aid, 
99, , , , , , , , , , ,"
                            ", 
100, , , , , , , , , , ,Fee Structure, 
101, , , , , , , , , , ,"
                            ", 
102, , , , , , , , , , ,Deposit Slip, 
103, , , , , , , , , , ,"
                            ", 
104, , , , , , , , , , ,FAQs, 
105, , , , , , , , , , ,"
                      ", 
106, , , , , , , , , , ,"	
            ", 
107, , , , , , , , , , ,"
        ", 
108, , , , , , , , , , ,Life At Namal        , 
109, , , , , , , , , , ,        , 
110, , , , , , , , , , ,"
                ", 
111, , , , , , , , , , ,"

                      ", 
112, , , , , , , , , , ,Workshops And Seminars, 
113, , , , , , , , , , ,"
                            ", 
114, , , , , , , , , , ,Facilities, 
115, , , , , , , , , , ,"
                            ", 
116, , , , , , , , , , ,Green Namal, 
117, , , , , , , , , , ,"
                      ", 
118, , , , , , , , , , ,"	
            ", 
119, , , , , , , , , , ,"
        ", 
120, , , , , , , , , , ,News & Events                , 
121, , , , , , , , , , ,"
            ", 
122, , , , , , , , , , ,"
        ", 
123, , , , , , , , , , ,Apply Online                , 
124, , , , , , , , , , ,"
            ", 
125, , , , , , , , , , ,"
        ", 
126, , , , , , , , , , ,Contribute, 
127, , , , , , , , , , ,"
    ", 
128, , , , , , , , , , ,"
", 
129, , , , , , , , , , ,"
    ", 
130, , , , , , , , , , ,Academic Calendar, 
131, , , , , , , , , , ,"
    ", 
132, , , , , , , , , , ,|, 
133, , , , , , , , , , ,"   
    ", 
134, , , , , , , , , , ,Faculty, 
135, , , , , , , , , , ,"
    ", 
136, , , , , , , , , , ,|, 
137, , , , , , , , , , ,"
    ", 
138, , , , , , , , , , ,QEC, 
139, , , , , , , , , , ,"
    ", 
140, , , , , , , , , , ,|, 
141, , , , , , , , , , ,"
    ", 
142, , , , , , , , , , ,NULMS, 
143, , , , , , , , , , ,"
    ", 
144, , , , , , , , , , ,|, 
145, , , , , , , , , , ,"
    ", 
146, , , , , , , , , , ,Library, 
147, , , , , , , , , , ,"
    ", 
148, , , , , , , , , , ,|, 
149, , , , , , , , , , ,"
    ", 
150, , , , , , , , , , ,Contact Us, 
151, , , , , , , , , , ,"
", 
152, , , , , , , , , , ,"
                          
            ", 
153, , , , , , , , , , ,"
              Apply Now", 
154, , , , , , , , , , ,"
                          
            ", 
155, , , , , , , , , , ,"
              Why Namal?", 
156, , , , , , , , , , ,"
                          
            ", 
157, , , , , , , , , , ,"
              Admission Timeline", 
158, , , , , , , , , , ,"
                          
            ", 
159, , , , , , , , , , ,"
              Admission Criteria", 
160, , , , , , , , , , ,"
                          
            ", 
161, , , , , , , , , , ,"
              Entry Test Guidelines", 
162, , , , , , , , , , ,"
                          
            ", 
163, , , , , , , , , , ,"
              Financial Aid", 
164, , , , , , , , , , ,"
                          
            ", 
165, , , , , , , , , , ,"
              Fee Structure", 
166, , , , , , , , , , ,"
                          
            ", 
167, , , , , , , , , , ,"
              Deposit Slip", 
168, , , , , , , , , , ,"
                          
            ", 
169, , , , , , , , , , ,"
              FAQs", 
170, , , , , , , , , , ,"
                    ", 
171, , , , , , , , , , ,"
                ", 
172, , , , , , , , , , ,Home, 
173, , , , , , , , , , ,"
                
                                ", 
174, , , , , , , , , , ,"
                ", 
175, , , , , , , , , , ,Admissions, 
176, , , , , , , , , , ,"
                                ", 
177, , , , , , , , , , ,"
                ", 
178, , , , , , , , , , ,FAQs, 
179, , , , , , , , , , ,"
                              ", 
180, , , , , , , , , , ,"
					", 
181, , , , , , , , , , ,"
						", 
182, , , , , , , , , , ,"30 km Talagang Road, Mianwali, 42250, Pakistan", 
183, , , , , , , , , , ,"
					", 
184, , , , , , , , , , ,"
						", 
185, , , , , , , , , , ,"+92(0)459-236995 Ext. 101, 107", 
186, , , , , , , , , , ,"
					", 
187, , , , , , , , , , ,"
						", 
188, , , , , , , , , , ,info@namal.edu.pk, 
189, , , , , , , , , , ,"
					", 
190, , , , , , , , , , ,"
						", 
191, , , , , , , , , , ,Namal Knowledge City, 
192, , , , , , , , , , ,"
				", 
193, , , , , , , , , , ,"
				    ", 
194, , , , , , , , , , ,"
						", 
195, , , , , , , , , , ,Apply Online, 
196, , , , , , , , , , ,"
				    ", 
197, , , , , , , , , , ,"
					", 
198, , , , , , , , , , ,"
						", 
199, , , , , , , , , , ,Academic Calendar, 
200, , , , , , , , , , ,"
					", 
201, , , , , , , , , , ,"
						", 
202, , , , , , , , , , ,Contribute, 
203, , , , , , , , , , ,"
					", 
204, , , , , , , , , , ,"
						", 
205, , , , , , , , , , ,Faculty, 
206, , , , , , , , , , ,"
					
				", 
